Project_ID,Year,CO2_Reduction_Tons
P109643,2022,4040
P109644,2020,825
P109645,2020,4257
P109646,2023,3053
P109647,2023,4826
P109648,2022,4653
P109649,2018,2536
P109650,2019,4010
P109651,2018,1021
P109652,2022,1803
P109653,2022,4408
P109654,2023,4273
P109655,2024,469
P109656,2022,87
P109657,2022,93
P109658,2019,3022
P109659,2023,4276
P109660,2020,635
P109661,2022,1820
P109662,2021,1846
P109663,2022,2674
P109664,2021,585
P109665,2023,4723
P109666,2018,819
P109667,2022,3796
P109668,2022,4132
P109669,2022,4059
P109670,2019,3945
P109671,2023,1422
P109672,2023,4957
P109673,2020,92
P109674,2024,680
P109675,2024,2286
P109676,2021,3561
P109677,2021,4280
P109678,2018,4354
P109679,2020,4858
P109680,2019,984
P109681,2023,1398
P109682,2024,3900
P109683,2024,2664
P109684,2020,4116
P109685,2019,4259
P109686,2023,2192
P109687,2022,4600
P109688,2021,2150
P109689,2022,171
P109690,2018,3335
P109691,2020,95
P109692,2019,336
P109693,2020,3744
P109694,2022,1791
P109695,2019,3553
P109696,2019,4466
P109697,2024,2392
P109698,2019,2223
P109699,2023,386
P109700,2018,3963
P109701,2024,728
P109702,2024,2654
P109703,2024,2854
P109704,2022,290
P109705,2018,4045
P109706,2018,132
P109707,2019,4914
P109708,2022,4624
P109709,2024,4298
P109710,2024,3193
P109711,2020,4715
P109712,2019,4032
P109713,2022,1410
P109714,2021,4291
P109715,2019,863
P109716,2018,1813
P109717,2021,3745
P109718,2020,4784
P109719,2020,2182
P109720,2019,1629
P109721,2024,1662
P109722,2018,2425
P109723,2019,3517
P109724,2021,1633
P109725,2023,4869
P109726,2022,849
P109727,2019,394
P109728,2022,2781
P109729,2022,4607
P109730,2021,3732
P109731,2021,2430
P109732,2023,2693
P109733,2022,1387
P109734,2019,996
P109735,2023,2225
P109736,2019,3259
P109737,2023,4163
P109738,2018,106
P109739,2022,4822
P109740,2019,4656
P109741,2018,3136
P109742,2019,2567
P109743,2021,2966
P109744,2022,4496
P109745,2021,1058
P109746,2021,2451
P109747,2019,424
P109748,2020,1985
P109749,2019,1205
P109750,2021,3683
P109751,2020,4049
P109752,2023,2204
P109753,2023,1351
P109754,2020,3154
P109755,2023,1666
P109756,2018,493
P109757,2023,276
P109758,2021,2819
P109759,2024,2641
P109760,2021,3091
P109761,2022,4791
P109762,2020,1598
P109763,2018,3845
P109764,2022,3805
P109765,2019,591
P109766,2018,1828
P109767,2020,2673
P109768,2019,1666
P109769,2018,2596
P109770,2023,2974
P109771,2020,4613
P109772,2023,4934
P109773,2018,532
P109774,2018,3493
P109775,2021,4344
P109776,2018,1319
P109777,2019,4617
P109778,2024,2736
P109779,2023,2432
P109780,2018,2673
P109781,2020,1378
P109782,2024,2505
P109783,2019,2357
P109784,2020,4561
P109785,2021,1756
P109786,2022,1305
P109787,2020,1968
P109788,2024,2911
P109789,2018,4672
P109790,2024,3032
P109791,2021,1443
P109792,2023,3997
P109793,2021,1754
P109794,2020,2244
P109795,2019,4246
P109796,2021,1169
P109797,2024,916
P109798,2021,4228
P109799,2023,2808
P109800,2024,1123
P109801,2022,2351
P109802,2019,830
P109803,2018,4195
P109804,2020,181
P109805,2024,1108
P109806,2018,3972
P109807,2022,2348
P109808,2023,2495
P109809,2020,2269
P109810,2022,2353
P109811,2024,1322
P109812,2018,2245
P109813,2024,4693
P109814,2023,3858
P109815,2024,2355
P109816,2020,2094
P109817,2020,1479
P109818,2021,2127
P109819,2021,4378
P109820,2024,157
P109821,2023,3378
P109822,2021,1413
P109823,2019,3117
P109824,2024,2174
P109825,2019,3966
P109826,2022,1605
P109827,2022,1101
P109828,2020,1917
P109829,2021,3910
P109830,2024,4282
P109831,2018,628
P109832,2024,1123
P109833,2020,1404
P109834,2020,2852
P109835,2024,3302
P109836,2018,4990
P109837,2024,4233
P109838,2024,2671
P109839,2021,414
P109840,2018,2067
P109841,2019,3400
P109842,2021,4482
P109843,2021,4663
P109844,2022,973
P109845,2019,4412
P109846,2024,1298
P109847,2022,1081
P109848,2020,2488
P109849,2019,937
P109850,2019,3166
P109851,2020,2747
P109852,2023,1361
P109853,2019,747
P109854,2020,628
P109855,2024,4301
P109856,2023,3649
P109857,2023,1844
P109858,2023,146
P109859,2018,1230
P109860,2022,3238
P109861,2018,142
P109862,2024,2769
P109863,2019,2764
P109864,2020,2479
P109865,2021,373
P109866,2018,1255
P109867,2018,2844
P109868,2019,2998
P109869,2018,1745
P109870,2019,3966
P109871,2018,1283
P109872,2023,4760
P109873,2024,2568
P109874,2024,4617
P109875,2023,175
P109876,2024,4015
P109877,2023,3756
P109878,2023,1774
P109879,2022,3617
P109880,2021,4664
P109881,2023,1950
P109882,2021,3013
P109883,2019,2498
P109884,2019,60
P109885,2022,4293
P109886,2019,3098
P109887,2023,65
P109888,2024,3236
P109889,2024,395
P109890,2019,2752
P109891,2022,3927
P109892,2022,4246
P109893,2021,538
P109894,2021,160
P109895,2023,3415
P109896,2018,234
P109897,2021,3883
P109898,2018,1900
P109899,2021,1768
P109900,2021,283
P109901,2024,3939
P109902,2018,1448
P109903,2019,2530
P109904,2020,4461
P109905,2018,3954
P109906,2021,3980
P109907,2022,4426
P109908,2022,4209
P109909,2021,200
P109910,2023,2204
P109911,2022,2805
P109912,2024,915
P109913,2019,3431
P109914,2020,831
P109915,2018,658
P109916,2018,3881
P109917,2024,3566
P109918,2021,2794
P109919,2023,3003
P109920,2021,3346
P109921,2022,52
P109922,2022,4499
P109923,2023,1704
P109924,2021,1859
P109925,2023,2139
P109926,2021,3439
P109927,2022,1585
P109928,2024,1855
P109929,2023,3723
P109930,2019,1942
P109931,2019,1006
P109932,2021,3733
P109933,2024,2197
P109934,2019,1023
P109935,2024,4930
P109936,2024,1093
P109937,2020,3581
P109938,2023,243
P109939,2020,3123
P109940,2023,4026
P109941,2020,4131
P109942,2019,2524
P109943,2018,1467
P109944,2018,4365
P109945,2022,959
P109946,2018,1519
P109947,2024,1815
P109948,2020,4576
P109949,2022,3709
P109950,2019,4972
P109951,2019,2748
P109952,2023,157
P109953,2022,262
P109954,2021,2454
P109955,2019,1236
P109956,2020,3392
P109957,2020,4087
P109958,2020,3505
P109959,2020,3739
P109960,2021,2142
P109961,2021,4045
P109962,2018,3411
P109963,2021,1915
P109964,2019,350
P109965,2022,1568
P109966,2024,4566
P109967,2022,605
P109968,2020,3883
P109969,2021,2824
P109970,2023,4771
P109971,2020,4315
P109972,2019,2467
P109973,2019,4728
P109974,2020,1146
P109975,2024,2639
P109976,2021,3450
P109977,2018,442
P109978,2019,4854
P109979,2022,3228
P109980,2023,2373
P109981,2018,2240
P109982,2024,1884
P109983,2018,894
P109984,2023,4837
P109985,2018,898
P109986,2022,2990
P109987,2022,1178
P109988,2023,281
P109989,2023,543
P109990,2023,2433
P109991,2023,3716
P109992,2022,1340
P109993,2020,4603
P109994,2020,412
P109995,2019,3522
P109996,2023,3762
P109997,2024,911
P109998,2024,148
P109999,2020,1666
P110000,2019,1193
P110001,2020,4756
P110002,2021,604
P110003,2024,2638
P110004,2021,4706
P110005,2020,4429
P110006,2021,2673
P110007,2024,2864
P110008,2018,1526
P110009,2024,2030
P110010,2021,580
P110011,2020,3473
P110012,2018,1434
P110013,2022,146
P110014,2020,1747
P110015,2021,4371
P110016,2021,2212
P110017,2021,2786
P110018,2023,1811
P110019,2021,4608
P110020,2021,3904
P110021,2023,214
P110022,2019,1016
P110023,2018,2238
P110024,2020,3674
P110025,2021,1043
P110026,2020,1284
P110027,2022,3056
P110028,2023,2736
P110029,2021,2240
P110030,2019,4157
P110031,2020,1052
P110032,2020,4650
P110033,2018,4703
P110034,2024,1565
P110035,2020,1839
P110036,2019,4842
P110037,2024,1170
P110038,2018,4338
P110039,2019,3245
P110040,2021,1162
P110041,2020,1139
P110042,2022,1817
P110043,2019,2936
P110044,2020,3520
P110045,2021,1606
P110046,2018,4541
P110047,2021,2920
P110048,2023,2958
P110049,2019,1570
P110050,2019,2326
P110051,2024,3617
P110052,2019,3414
P110053,2024,4091
P110054,2019,3776
P110055,2019,2205
P110056,2022,3167
P110057,2019,2012
P110058,2020,1173
P110059,2023,3331
P110060,2022,4575
P110061,2022,3162
P110062,2024,4880
P110063,2020,3918
P110064,2018,1918
P110065,2020,4297
P110066,2024,465
P110067,2020,2132
P110068,2022,2377
P110069,2023,2508
P110070,2020,4680
P110071,2023,4507
P110072,2023,943
P110073,2020,956
P110074,2019,4824
P110075,2022,2045
P110076,2018,3533
P110077,2018,1021
P110078,2024,4626
P110079,2022,2465
P110080,2018,914
P110081,2021,1865
P110082,2019,4789
P110083,2020,4699
P110084,2023,3835
P110085,2021,4329
P110086,2018,1960
P110087,2024,1361
P110088,2021,4041
P110089,2021,2386
P110090,2018,1499
P110091,2024,93
P110092,2018,4422
P110093,2018,349
P110094,2018,3808
P110095,2019,2953
P110096,2022,3298
P110097,2018,3649
P110098,2023,3357
P110099,2023,4771
P110100,2022,705
P110101,2023,1143
P110102,2019,3517
P110103,2024,849
P110104,2022,2133
P110105,2024,4924
P110106,2018,2411
P110107,2021,4436
P110108,2024,120
P110109,2018,3345
P110110,2024,2445
P110111,2018,3682
P110112,2024,3664
P110113,2020,2051
P110114,2019,3977
P110115,2023,3423
P110116,2018,911
P110117,2020,3511
P110118,2024,454
P110119,2020,4377
P110120,2021,2954
P110121,2024,1163
P110122,2020,927
P110123,2020,1253
P110124,2018,1547
P110125,2021,4181
P110126,2023,1830
P110127,2023,4996
P110128,2022,522
P110129,2018,1542
P110130,2020,4610
P110131,2021,1051
P110132,2019,3040
P110133,2021,1492
P110134,2019,3772
P110135,2020,1818
P110136,2018,2690
P110137,2018,3882
P110138,2022,4719
P110139,2021,626
P110140,2020,3311
P110141,2021,2421
P110142,2020,4922
P110143,2021,1944
P110144,2023,1143
P110145,2020,1834
P110146,2018,2005
P110147,2023,2875
P110148,2023,3372
P110149,2020,2268
P110150,2024,3152
P110151,2024,1055
P110152,2023,2377
P110153,2024,3211
P110154,2019,1715
P110155,2021,875
P110156,2022,824
P110157,2020,3309
P110158,2024,4187
P110159,2019,768
P110160,2020,4096
P110161,2020,303
P110162,2019,2848
P110163,2022,217
P110164,2020,3326
P110165,2023,4754
P110166,2023,2050
P110167,2018,2840
P110168,2018,568
P110169,2024,85
P110170,2024,1384
P110171,2024,4431
P110172,2021,773
P110173,2022,4715
P110174,2020,2890
P110175,2022,4920
P110176,2024,2633
P110177,2024,4828
P110178,2019,3039
P110179,2021,2826
P110180,2018,1962
P110181,2018,657
P110182,2022,3044
P110183,2018,4990
P110184,2023,4002
P110185,2019,3235
P110186,2023,1410
P110187,2021,2794
P110188,2018,2596
P110189,2022,167
P110190,2020,1444
P110191,2024,4059
P110192,2018,489
P110193,2023,4968
P110194,2019,4914
P110195,2020,4193
P110196,2021,679
P110197,2024,370
P110198,2021,3374
P110199,2024,4797
P110200,2024,1111
P110201,2018,3984
P110202,2021,3663
P110203,2021,1660
P110204,2018,4929
P110205,2018,4292
P110206,2020,1023
P110207,2023,4253
P110208,2018,3691
P110209,2018,360
P110210,2023,1376
P110211,2018,1751
P110212,2020,1311
P110213,2018,3009
P110214,2018,1040
P110215,2018,4492
P110216,2020,771
P110217,2018,1007
P110218,2021,4466
P110219,2019,693
P110220,2018,1822
P110221,2022,2922
P110222,2022,161
P110223,2021,2017
P110224,2024,489
P110225,2022,3281
P110226,2019,2013
P110227,2019,2824
P110228,2020,3157
P110229,2019,1597
P110230,2018,1354
P110231,2018,816
P110232,2018,1315
P110233,2023,1206
P110234,2023,1802
P110235,2022,1451
P110236,2023,2529
P110237,2021,109
P110238,2023,159
P110239,2020,2709
P110240,2022,4376
P110241,2018,4886
P110242,2021,2740
P110243,2024,1853
P110244,2024,3756
P110245,2018,2470
P110246,2019,3754
P110247,2024,3124
P110248,2019,2484
P110249,2019,3676
P110250,2022,2291
P110251,2021,304
P110252,2020,2400
P110253,2022,2929
P110254,2022,1257
P110255,2022,1616
P110256,2020,2212
P110257,2018,4277
P110258,2023,2228
P110259,2020,4132
P110260,2024,4045
P110261,2020,2619
P110262,2021,2711
P110263,2024,323
P110264,2024,4332
P110265,2019,4172
P110266,2024,4993
P110267,2020,2404
P110268,2022,4217
P110269,2022,1935
P110270,2022,81
P110271,2024,164
P110272,2022,3055
P110273,2018,284
P110274,2023,2394
P110275,2021,2337
P110276,2018,2822
P110277,2018,2580
P110278,2023,4289
P110279,2018,194
P110280,2024,3745
P110281,2023,404
P110282,2018,1592
P110283,2018,3044
P110284,2020,4918
P110285,2020,4861
P110286,2021,4428
P110287,2024,4378
P110288,2018,899
P110289,2022,1938
P110290,2019,4903
P110291,2019,3596
P110292,2023,4651
P110293,2022,1206
P110294,2019,1930
P110295,2020,4958
P110296,2018,266
P110297,2018,4573
P110298,2022,713
P110299,2019,4267
P110300,2023,4349
P110301,2019,795
P110302,2022,4108
P110303,2021,1088
P110304,2019,1586
P110305,2021,3987
P110306,2024,2141
P110307,2023,4022
P110308,2023,509
P110309,2023,4103
P110310,2018,589
P110311,2021,2093
P110312,2023,1960
P110313,2018,1829
P110314,2023,285
P110315,2023,2735
P110316,2020,4382
P110317,2022,4780
P110318,2024,862
P110319,2019,2089
P110320,2018,4063
P110321,2018,65
P110322,2023,4394
P110323,2024,3275
P110324,2020,711
P110325,2020,3601
P110326,2018,1098
P110327,2020,2258
P110328,2024,356
P110329,2022,3604
P110330,2018,2979
P110331,2021,100
P110332,2019,792
P110333,2024,4299
P110334,2020,3829
P110335,2020,728
P110336,2024,1261
P110337,2020,1175
P110338,2021,2639
P110339,2023,2010
P110340,2021,1670
P110341,2024,4815
P110342,2020,3551
P110343,2020,3707
P110344,2019,4871
P110345,2023,3224
P110346,2022,1492
P110347,2019,4765
P110348,2021,820
P110349,2019,4567
P110350,2022,357
P110351,2019,4505
P110352,2019,1704
P110353,2019,3030
P110354,2020,1213
P110355,2018,2486
P110356,2020,1493
P110357,2021,1184
P110358,2019,4854
P110359,2021,483
P110360,2019,2937
P110361,2020,3522
P110362,2022,505
P110363,2022,1383
P110364,2020,2045
P110365,2024,3602
P110366,2022,1900
P110367,2021,1958
P110368,2020,1675
P110369,2021,4753
P110370,2019,1784
P110371,2021,2265
P110372,2024,4376
P110373,2020,4157
P110374,2022,3819
P110375,2019,3050
P110376,2021,3389
P110377,2021,2053
P110378,2020,3383
P110379,2018,4944
P110380,2023,3382
P110381,2018,3960
P110382,2020,1474
P110383,2020,4860
P110384,2018,2909
P110385,2024,1985
P110386,2024,3940
P110387,2022,3433
P110388,2021,355
P110389,2022,2377
P110390,2023,3100
P110391,2024,102
P110392,2020,4498
P110393,2018,566
P110394,2024,430
P110395,2021,2389
P110396,2024,3850
P110397,2018,1770
P110398,2021,3411
P110399,2020,1988
P110400,2021,1478
P110401,2018,407
P110402,2019,158
P110403,2021,2564
P110404,2020,4905
P110405,2023,4525
P110406,2023,4357
P110407,2024,3514
P110408,2023,294
P110409,2019,3779
P110410,2021,4121
P110411,2021,277
P110412,2021,4533
P110413,2024,4965
P110414,2018,1786
P110415,2021,259
P110416,2021,3923
P110417,2021,1257
P110418,2020,4999
P110419,2021,2130
P110420,2018,2593
P110421,2020,260
P110422,2022,2607
P110423,2021,2444
P110424,2021,3716
P110425,2021,3192
P110426,2023,1844
P110427,2018,1433
P110428,2022,765
P110429,2019,592
P110430,2024,2166
P110431,2019,501
P110432,2021,2760
P110433,2019,2100
P110434,2018,3012
P110435,2022,84
P110436,2019,3584
P110437,2023,4962
P110438,2023,2641
P110439,2019,4444
P110440,2018,3091
P110441,2019,2837
P110442,2024,919
P110443,2019,2378
P110444,2024,2331
P110445,2019,1339
P110446,2020,1473
P110447,2021,3768
P110448,2022,2541
P110449,2019,487
P110450,2021,2458
P110451,2024,374
P110452,2022,1458
P110453,2024,1808
P110454,2019,4044
P110455,2020,4276
P110456,2019,4958
P110457,2024,1467
P110458,2019,850
P110459,2024,465
P110460,2021,3968
P110461,2022,4795
P110462,2019,781
P110463,2022,190
P110464,2020,787
P110465,2022,3764
P110466,2021,3551
P110467,2020,1940
P110468,2019,2675
P110469,2021,2633
P110470,2024,429
P110471,2020,729
P110472,2018,1731
P110473,2024,4866
P110474,2020,4361
P110475,2021,4220
P110476,2019,3626
P110477,2021,1048
P110478,2019,3288
P110479,2018,2151
P110480,2018,3104
P110481,2021,1393
P110482,2022,2199
P110483,2024,1903
P110484,2019,1711
P110485,2023,447
P110486,2023,3625
P110487,2018,2143
P110488,2023,4913
P110489,2024,2458
P110490,2020,3451
P110491,2020,2034
P110492,2020,402
P110493,2018,245
P110494,2019,807
P110495,2024,4311
P110496,2020,642
P110497,2022,3938
P110498,2021,1672
P110499,2020,762
P110500,2019,4991
P110501,2024,4834
P110502,2018,169
P110503,2021,2528
P110504,2021,2514
P110505,2023,1692
P110506,2023,2040
P110507,2024,4351
P110508,2019,2292
P110509,2021,739
P110510,2023,961
P110511,2024,850
P110512,2019,2033
P110513,2020,2569
P110514,2018,4635
P110515,2022,4101
P110516,2020,1600
P110517,2022,4731
P110518,2019,3579
P110519,2020,3338
P110520,2019,481
P110521,2018,3819
P110522,2024,833
P110523,2022,4116
P110524,2023,2256
P110525,2021,685
P110526,2019,481
P110527,2022,3768
P110528,2018,1745
P110529,2018,4194
P110530,2018,1417
P110531,2022,3087
P110532,2022,1812
P110533,2021,3230
P110534,2019,4228
P110535,2019,751
P110536,2018,3591
P110537,2021,986
P110538,2021,3979
P110539,2023,2524
P110540,2021,1157
P110541,2018,2580
P110542,2019,3800
P110543,2023,3136
P110544,2020,1624
P110545,2021,3108
P110546,2019,522
P110547,2023,1256
P110548,2020,3681
P110549,2024,4336
P110550,2020,736
P110551,2021,1108
P110552,2023,1038
P110553,2022,620
P110554,2019,3667
P110555,2019,1854
P110556,2021,372
P110557,2018,3749
P110558,2019,1886
P110559,2021,4354
P110560,2024,1616
P110561,2021,284
P110562,2019,443
P110563,2022,3480
P110564,2023,288
P110565,2024,3818
P110566,2019,4492
P110567,2022,4895
P110568,2024,3619
P110569,2020,2294
P110570,2023,3816
P110571,2020,3904
P110572,2021,3782
P110573,2020,619
P110574,2018,473
P110575,2021,3581
P110576,2018,3891
P110577,2020,2522
P110578,2018,3986
P110579,2019,919
P110580,2018,954
P110581,2023,3178
P110582,2024,857
P110583,2019,2670
P110584,2023,4815
P110585,2023,2232
P110586,2019,2221
P110587,2024,3422
P110588,2021,3028
P110589,2022,164
P110590,2018,3101
P110591,2018,1404
P110592,2018,1904
P110593,2022,3391
P110594,2020,1076
P110595,2021,859
P110596,2021,1849
P110597,2021,3748
P110598,2021,1694
P110599,2023,123
P110600,2023,1042
P110601,2021,799
P110602,2024,3932
P110603,2022,4102
P110604,2022,3884
P110605,2019,1579
P110606,2020,4838
P110607,2023,3919
P110608,2022,4669
P110609,2020,467
P110610,2024,1806
P110611,2020,3991
P110612,2018,1082
P110613,2023,1074
P110614,2024,2331
P110615,2020,2849
P110616,2020,4431
P110617,2018,2436
P110618,2020,2481
P110619,2020,1571
P110620,2018,1607
P110621,2019,4268
P110622,2024,4171
P110623,2018,1648
P110624,2018,143
P110625,2024,1737
P110626,2024,4586
P110627,2020,1062
P110628,2019,552
P110629,2024,3409
P110630,2020,2337
P110631,2023,2994
P110632,2019,508
P110633,2022,4772
P110634,2024,3437
P110635,2023,2653
P110636,2020,2873
P110637,2023,315
P110638,2019,1766
P110639,2019,1418
P110640,2018,2499
P110641,2024,2727
P110642,2020,1861
P110643,2022,3204
P110644,2018,1157
P110645,2022,4996
P110646,2018,3121
P110647,2023,2928
P110648,2020,4166
P110649,2019,4551
P110650,2021,2157
P110651,2024,3709
P110652,2018,1145
P110653,2024,4151
P110654,2020,4898
P110655,2020,191
P110656,2022,2845
P110657,2022,1395
P110658,2019,3085
P110659,2018,764
P110660,2024,3406
P110661,2020,3672
P110662,2018,2033
P110663,2021,1690
P110664,2020,3175
P110665,2019,2986
P110666,2020,1035
P110667,2023,2072
P110668,2023,2369
P110669,2024,817
P110670,2018,3539
P110671,2023,3566
P110672,2021,429
P110673,2023,4240
P110674,2019,2553
P110675,2018,2351
P110676,2018,3546
P110677,2021,2917
P110678,2018,3819
P110679,2024,4894
P110680,2021,2072
P110681,2021,4784
P110682,2022,2366
P110683,2023,2693
P110684,2021,166
P110685,2024,279
P110686,2020,1276
P110687,2024,1932
P110688,2022,1078
P110689,2021,3008
P110690,2024,385
P110691,2024,380
P110692,2023,3260
P110693,2024,161
P110694,2020,3099
P110695,2022,4210
P110696,2019,1176
P110697,2019,630
P110698,2018,686
P110699,2020,3036
P110700,2022,4078
P110701,2019,680
P110702,2020,3811
P110703,2021,2487
P110704,2023,3755
P110705,2020,2581
P110706,2024,272
P110707,2021,1407
P110708,2018,276
P110709,2024,690
P110710,2020,2154
P110711,2021,1914
P110712,2019,2947
P110713,2019,2875
P110714,2020,762
P110715,2023,2765
P110716,2020,2204
P110717,2020,3209
P110718,2023,169
P110719,2022,1523
P110720,2020,2082
P110721,2019,842
P110722,2022,808
P110723,2023,1800
P110724,2022,1266
P110725,2019,4118
P110726,2022,1447
P110727,2018,1073
P110728,2024,4587
P110729,2021,1406
P110730,2022,549
P110731,2018,4165
P110732,2021,2988
P110733,2023,3474
P110734,2023,4599
P110735,2023,4388
P110736,2018,4984
P110737,2018,2927
P110738,2018,790
P110739,2021,2439
P110740,2022,4559
P110741,2023,3229
P110742,2020,1941
P110743,2021,4667
P110744,2021,3786
P110745,2023,3891
P110746,2018,2749
